STATION,DATE,TMAX,TMIN,TOBS
USC00182325,2/1/90,62,21,59
USC00186350,2/2/90,61,48,48
USC00182325,2/2/90,67,35,63
USC00186350,2/3/90,70,50,
USC00182325,2/3/90,63,27,44
USC00186350,2/4/90,48,45,
USC00182325,2/4/90,50,36,46
USC00186350,2/5/90,57,29,29
USC00182325,2/5/90,47,22,44
USC00186350,2/6/90,47,27,36
USC00182325,2/6/90,65,42,60
USC00186350,2/7/90,63,36,42
USC00182325,2/7/90,61,31,47
USC00186350,2/8/90,58,35,35
USC00182325,2/8/90,60,25,50
USC00186350,2/9/90,60,34,50
USC00182325,2/9/90,66,39,64
USC00186350,2/10/90,68,50,62
USC00182325,2/10/90,65,38,46
USC00186350,2/11/90,63,26,28
USC00182325,2/11/90,49,19,46
USC00186350,2/12/90,66,27,38
USC00182325,2/12/90,48,26,45
USC00186350,2/13/90,48,29,33
USC00182325,2/13/90,64,22,64
USC00186350,2/14/90,64,33,56
USC00182325,2/14/90,73,46,68
USC00186350,2/15/90,73,40,43
USC00182325,2/15/90,69,33,44
USC00186350,2/16/90,58,42,58
USC00182325,2/16/90,67,49,66
USC00186350,2/17/90,68,50,58
USC00182325,2/17/90,66,22,40
USC00186350,2/18/90,48,24,28
USC00182325,2/18/90,44,17,43
USC00186350,2/19/90,46,28,44
USC00182325,2/19/90,63,34,51
USC00186350,2/20/90,62,33,33
USC00182325,2/20/90,57,22,40
USC00186350,2/21/90,46,22,24
USC00182325,2/21/90,53,15,50
USC00186350,2/22/90,52,25,42
USC00182325,2/22/90,57,33,56
USC00186350,2/23/90,63,43,60
USC00182325,2/23/90,67,47,64
USC00186350,2/24/90,66,40,40
USC00182325,2/24/90,66,30,36
USC00186350,2/25/90,47,22,22
USC00182325,2/25/90,43,5,24
USC00186350,2/26/90,28,14,14
USC00182325,2/26/90,30,11,29
USC00186350,2/27/90,31,14,28
USC00182325,2/27/90,40,16,33
USC00186350,2/28/90,42,25,34
USC00182325,2/28/90,50,29,46
USC00186350,3/1/90,51,30,30
USC00182325,3/1/90,47,20,44
USC00186350,3/2/90,47,29,38
USC00182325,3/2/90,50,27,47
USC00186350,3/3/90,50,40,0
USC00182325,3/3/90,60,39,55
USC00186350,3/4/90,60,30,0
USC00182325,3/4/90,55,20,40
USC00186350,3/5/90,43,24,27
USC00182325,3/5/90,55,19,52
USC00186350,3/6/90,55,27,39
USC00182325,3/6/90,52,31,41
USC00186350,3/7/90,50,21,21
USC00182325,3/7/90,42,14,37
USC00186350,3/8/90,40,19,20
USC00182325,3/8/90,49,39,46
USC00186350,3/9/90,49,19,41
USC00182325,3/9/90,65,45,62
USC00186350,3/10/90,68,40,50
USC00182325,3/10/90,70,38,66
USC00186350,3/11/90,70,47,50
USC00182325,3/11/90,73,53,69
USC00186350,3/12/90,71,48,53
USC00182325,3/12/90,89,43,85
USC00186350,3/13/90,89,52,71
USC00182325,3/13/90,86,68,84
USC00186350,3/14/90,87,53,56
USC00182325,3/14/90,89,41,84
USC00186350,3/15/90,88,54,66
USC00182325,3/15/90,83,49,79
USC00186350,3/16/90,82,64,68
USC00182325,3/16/90,83,59,76
USC00186350,3/17/90,82,66,71
USC00182325,3/17/90,77,54,65
USC00186350,3/18/90,74,50,52
USC00182325,3/18/90,66,33,55
USC00186350,3/19/90,65,41,49
USC00182325,3/19/90,65,47,64
USC00186350,3/20/90,65,37,37
USC00182325,3/20/90,56,25,38
USC00186350,3/21/90,38,33,37
USC00182325,3/21/90,67,26,48
USC00186350,3/22/90,57,31,37
USC00182325,3/22/90,69,51,68
USC00186350,3/23/90,70,34,55
USC00182325,3/23/90,71,42,64
USC00186350,3/24/90,70,42,42
USC00182325,3/24/90,43,25,35
USC00186350,3/25/90,36,32,34
USC00182325,3/25/90,48,26,46
USC00186350,3/26/90,48,32,40
USC00182325,3/26/90,54,23,51
USC00186350,3/27/90,55,32,36
USC00182325,3/27/90,52,38,44
USC00186350,3/28/90,47,26,34
USC00182325,3/28/90,57,19,54
USC00186350,3/29/90,55,31,43
USC00182325,3/29/90,54,30,49
USC00186350,3/30/90,50,41,43
USC00182325,3/30/90,49,35,39
USC00186350,3/31/90,46,40,43
USC00182325,3/31/90,50,36,49
USC00186350,4/1/90,50,42,50
USC00182325,4/1/90,55,38,55
USC00186350,4/2/90,57,46,50
USC00182325,4/2/90,68,42,60
USC00186350,4/3/90,66,48,48
USC00182325,4/3/90,61,39,49
USC00186350,4/4/90,57,37,34
USC00182325,4/4/90,51,29,46
USC00186350,4/5/90,51,39,48
USC00182325,4/5/90,65,36,63
USC00186350,4/6/90,65,47,47
USC00182325,4/6/90,65,33,39
USC00186350,4/7/90,50,34,49
USC00182325,4/7/90,49,26,47
USC00186350,4/8/90,48,28,42
USC00182325,4/8/90,57,20,48
USC00186350,4/9/90,56,31,56
USC00182325,4/9/90,66,47,64
USC00186350,4/10/90,66,53,56
USC00182325,4/10/90,70,42,62
USC00186350,4/11/90,69,55,55
USC00182325,4/11/90,71,43,44
USC00186350,4/12/90,59,37,42
USC00182325,4/12/90,52,27,48
USC00186350,4/13/90,53,27,31
USC00182325,4/13/90,55,21,55
USC00186350,4/14/90,56,28,41
USC00182325,4/14/90,66,30,64
USC00186350,4/15/90,42,69,53
USC00182325,4/15/90,70,45,68
USC00186350,4/16/90,70,42,45
USC00182325,4/16/90,70,36,69
USC00186350,4/17/90,70,43,54
USC00182325,4/17/90,75,39,40
USC00186350,4/18/90,74,37,39
USC00182325,4/18/90,55,37,54
USC00186350,4/19/90,56,32,36
USC00182325,4/19/90,65,25,56
USC00186350,4/20/90,65,34,50
USC00182325,4/20/90,67,47,65
USC00186350,4/21/90,67,50,60
USC00182325,4/21/90,65,50,62
USC00186350,4/22/90,65,46,48
USC00182325,4/22/90,70,62,69
USC00186350,4/23/90,72,46,51
USC00182325,4/23/90,81,63,80
USC00186350,4/24/90,83,46,49
USC00182325,4/24/90,85,39,74
USC00186350,4/25/90,82,47,52
USC00182325,4/25/90,86,44,85
USC00186350,4/26/90,86,51,70
USC00182325,4/26/90,92,53,90
USC00186350,4/27/90,93,60,63
USC00182325,4/27/90,92,72,88
USC00186350,4/28/90,93,60,62
USC00182325,4/28/90,92,54,85
USC00186350,4/29/90,89,60,61
USC00182325,4/29/90,86,53,57
USC00186350,4/30/90,69,55,57
USC00182325,4/30/90,66,48,66
USC00186350,5/1/90,66,55,57
USC00182325,5/1/90,81,48,71
USC00186350,5/2/90,81,56,58
USC00182325,5/2/90,79,48,62
USC00186350,5/3/90,70,56,57
USC00182325,5/3/90,68,49,66
USC00186350,5/4/90,67,53,55
USC00182325,5/4/90,68,49,67
USC00186350,5/5/90,60,52,55
USC00182325,5/5/90,76,46,69
USC00186350,5/6/90,77,50,53
USC00182325,5/6/90,69,42,66
USC00186350,5/7/90,70,49,53
USC00182325,5/7/90,75,37,74
USC00186350,5/8/90,74,49,60
USC00182325,5/8/90,82,43,81
USC00186350,5/9/90,82,49,59
USC00182325,5/9/90,83,48,72
USC00186350,5/10/90,82,57,65
USC00182325,5/10/90,78,42,59
USC00186350,5/11/90,74,50,57
USC00182325,5/11/90,69,52,69
USC00186350,5/12/90,71,40,58
USC00182325,5/12/90,71,35,55
USC00186350,5/13/90,65,50,62
USC00182325,5/13/90,76,51,64
USC00186350,5/14/90,81,56,59
USC00182325,5/14/90,75,46,74
USC00186350,5/15/90,76,52,56
USC00182325,5/15/90,77,47,75
USC00186350,5/16/90,77,51,63
USC00182325,5/16/90,83,56,81
USC00186350,5/17/90,83,52,73
USC00182325,5/17/90,86,59,77
USC00186350,5/18/90,84,52,63
USC00182325,5/18/90,80,51,70
USC00186350,5/19/90,78,49,62
USC00182325,5/19/90,82,42,80
USC00186350,5/20/90,81,60,69
USC00182325,5/20/90,82,57,74
USC00186350,5/21/90,,59,59
USC00182325,5/21/90,82,53,61
USC00186350,5/22/90,66,50,50
USC00182325,5/22/90,63,43,51
USC00186350,5/23/90,66,45,52
USC00182325,5/23/90,69,38,66
USC00186350,5/24/90,,,
USC00182325,5/24/90,75,42,65
USC00186350,5/25/90,76,50,72
USC00182325,5/25/90,78,44,75
USC00186350,5/26/90,79,60,61
USC00182325,5/26/90,77,53,69
USC00186350,5/27/90,72,55,57
USC00182325,5/27/90,70,49,66
USC00186350,5/28/90,71,58,56
USC00182325,5/28/90,68,48,64
USC00186350,5/29/90,67,51,53
USC00182325,5/29/90,66,44,59
USC00186350,5/30/90,60,52,56
USC00182325,5/30/90,75,40,68
USC00186350,5/31/90,72,45,53
USC00182325,5/31/90,70,46,
USC00186350,6/1/90,75,51,60
USC00182325,6/1/90,85,43,83
USC00186350,6/2/90,83,56,69
USC00182325,6/2/90,86,58,75
USC00186350,6/3/90,84,67,71
USC00182325,6/3/90,86,62,82
USC00186350,6/4/90,84,66,0
USC00182325,6/4/90,83,58,60
USC00186350,6/5/90,79,50,54
USC00182325,6/5/90,83,40,69
USC00186350,6/6/90,72,53,59
USC00182325,6/6/90,86,45,77
USC00186350,6/7/90,84,53,73
USC00182325,6/7/90,86,62,81
USC00186350,6/8/90,84,63,67
USC00182325,6/8/90,90,57,82
USC00186350,6/9/90,89,64,76
USC00182325,6/9/90,92,66,89
USC00186350,6/10/90,94,69,72
USC00182325,6/10/90,91,61,74
USC00186350,6/11/90,82,62,64
USC00182325,6/11/90,84,54,76
USC00186350,6/12/90,76,54,59
USC00182325,6/12/90,80,45,72
USC00186350,6/13/90,81,53,59
USC00182325,6/13/90,83,47,78
USC00186350,6/14/90,81,52,64
USC00182325,6/14/90,91,53,81
USC00186350,6/15/90,88,52,60
USC00182325,6/15/90,87,55,74
USC00186350,6/16/90,77,52,64
USC00182325,6/16/90,86,54,84
USC00186350,6/17/90,86,62,68
USC00182325,6/17/90,86,57,86
USC00186350,6/18/90,89,65,70
USC00182325,6/18/90,92,59,83
USC00186350,6/19/90,91,65,70
USC00182325,6/19/90,85,58,79
USC00186350,6/20/90,88,60,64
USC00182325,6/20/90,84,53,80
USC00186350,6/21/90,83,60,73
USC00182325,6/21/90,91,64,83
USC00186350,6/22/90,91,60,71
USC00182325,6/22/90,88,57,84
USC00186350,6/23/90,90,66,71
USC00182325,6/23/90,86,62,78
USC00186350,6/24/90,88,62,70
USC00182325,6/24/90,89,53,77
USC00186350,6/25/90,83,60,68
USC00182325,6/25/90,83,52,73
USC00186350,6/26/90,84,62,69
USC00182325,6/26/90,87,56,86
USC00186350,6/27/90,89,66,75
USC00182325,6/27/90,90,62,87
USC00186350,6/28/90,92,66,74
USC00182325,6/28/90,91,59,89
USC00186350,6/29/90,93,67,76
USC00182325,6/29/90,96,62,88
USC00186350,6/30/90,96,74,80
USC00182325,6/30/90,96,66,90
USC00186350,7/1/90,94,68,72
USC00182325,7/1/90,92,58,63
USC00186350,7/2/90,90,64,67
USC00182325,7/2/90,83,55,80
USC00186350,7/3/90,84,61,67
USC00182325,7/3/90,91,55,82
USC00186350,7/4/90,90,66,74
USC00182325,7/4/90,96,63,94
USC00186350,7/5/90,96,72,81
USC00182325,7/5/90,99,67,88
USC00186350,7/6/90,100,71,76
USC00182325,7/6/90,89,63,88
USC00186350,7/7/90,92,69,70
USC00182325,7/7/90,80,62,78
USC00186350,7/8/90,81,67,70
USC00182325,7/8/90,86,60,83
USC00186350,7/9/90,86,69,79
USC00182325,7/9/90,98,68,97
USC00186350,7/10/90,99,75,83
USC00182325,7/10/90,97,69,93
USC00186350,7/11/90,96,70,73
USC00182325,7/11/90,95,65,76
USC00186350,7/12/90,87,68,71
USC00182325,7/12/90,91,62,83
USC00186350,7/13/90,92,63,63
USC00182325,7/13/90,89,54,67
USC00186350,7/14/90,70,62,62
USC00182325,7/14/90,83,56,73
USC00186350,7/15/90,81,70,70
USC00182325,7/15/90,84,67,84
USC00186350,7/16/90,86,66,74
USC00182325,7/16/90,87,56,77
USC00186350,7/17/90,86,67,71
USC00182325,7/17/90,87,61,86
USC00186350,7/18/90,88,68,72
USC00182325,7/18/90,90,61,89
USC00186350,7/19/90,92,70,78
USC00182325,7/19/90,92,64,89
USC00186350,7/20/90,92,72,76
USC00182325,7/20/90,94,67,83
USC00186350,7/21/90,94,70,74
USC00182325,7/21/90,92,63,72
USC00186350,7/22/90,93,70,72
USC00182325,7/22/90,90,71,87
USC00186350,7/23/90,90,71,88
USC00182325,7/23/90,88,69,85
USC00186350,7/24/90,71,68,71
USC00182325,7/24/90,88,58,74
USC00186350,7/25/90,85,65,71
USC00182325,7/25/90,87,67,84
USC00186350,7/26/90,89,66,73
USC00182325,7/26/90,89,60,80
USC00186350,7/27/90,90,70,73
USC00182325,7/27/90,86,61,84
USC00186350,7/28/90,85,69,72
USC00182325,7/28/90,85,61,83
USC00186350,7/29/90,86,70,73
USC00182325,7/29/90,88,63,86
USC00186350,7/30/90,83,69,81
USC00182325,7/30/90,87,62,83
USC00186350,7/31/90,84,70,74
USC00182325,7/31/90,88,65,85
USC00186350,8/1/90,90,64,66
USC00182325,8/1/90,87,55,75
USC00186350,8/2/90,85,60,64
USC00182325,8/2/90,85,53,82
USC00186350,8/3/90,85,60,65
USC00182325,8/3/90,87,70,86
USC00186350,8/4/90,91,61,80
USC00182325,8/4/90,90,55,80
USC00186350,8/5/90,90,70,70
USC00182325,8/5/90,86,62,81
USC00186350,8/6/90,85,70,73
USC00182325,8/6/90,82,54,72
USC00186350,8/7/90,82,70,70
USC00182325,8/7/90,83,59,75
USC00186350,8/8/90,84,62,67
USC00182325,8/8/90,87,54,84
USC00186350,8/9/90,86,64,68
USC00182325,8/9/90,84,60,68
USC00186350,8/10/90,69,66,69
USC00182325,8/10/90,75,67,75
USC00186350,8/11/90,77,69,70
USC00182325,8/11/90,85,61,82
USC00186350,8/12/90,86,66,60
USC00182325,8/12/90,88,58,79
USC00186350,8/13/90,89,65,73
USC00182325,8/13/90,92,74,90
USC00186350,8/14/90,92,69,71
USC00182325,8/14/90,92,62,84
USC00186350,8/15/90,85,66,69
USC00182325,8/15/90,88,60,79
USC00186350,8/16/90,87,67,74
USC00182325,8/16/90,86,68,85
USC00186350,8/17/90,86,68,70
USC00182325,8/17/90,89,60,83
USC00186350,8/18/90,89,67,70
USC00182325,8/18/90,89,59,87
USC00186350,8/19/90,91,68,76
USC00182325,8/19/90,88,65,87
USC00186350,8/20/90,89,64,64
USC00182325,8/20/90,87,55,65
USC00186350,8/21/90,65,61,63
USC00182325,8/21/90,72,54,69
USC00186350,8/22/90,72,62,66
USC00182325,8/22/90,70,57,61
USC00186350,8/23/90,70,66,67
USC00182325,8/23/90,72,59,63
USC00186350,8/24/90,73,66,69
USC00182325,8/24/90,81,61,80
USC00186350,8/25/90,80,69,66
USC00182325,8/25/90,87,69,85
USC00186350,8/26/90,89,70,72
USC00182325,8/26/90,90,62,79
USC00186350,8/27/90,,,
USC00182325,8/27/90,90,62,88
USC00186350,8/28/90,92,69,86
USC00182325,8/28/90,92,75,91
USC00186350,8/29/90,94,70,74
USC00182325,8/29/90,92,63,85
USC00186350,8/30/90,91,63,65
USC00182325,8/30/90,87,56,82
USC00186350,8/31/90,84,60,64
USC00182325,8/31/90,89,53,87
USC00186350,9/1/90,85,62,64
USC00182325,9/1/90,86,54,83
USC00186350,9/2/90,86,62,70
USC00182325,9/2/90,89,59,87
USC00186350,9/3/90,91,70,72
USC00182325,9/3/90,87,61,80
USC00186350,9/4/90,85,63,76
USC00182325,9/4/90,80,52,74
USC00186350,9/5/90,81,60,63
USC00182325,9/5/90,85,51,83
USC00186350,9/6/90,84,62,70
USC00182325,9/6/90,88,61,86
USC00186350,9/7/90,90,69,76
USC00182325,9/7/90,91,64,82
USC00186350,9/8/90,92,67,68
USC00182325,9/8/90,83,59,76
USC00186350,9/9/90,77,64,65
USC00182325,9/9/90,78,57,72
USC00186350,9/10/90,74,64,71
USC00182325,9/10/90,85,62,83
USC00186350,9/11/90,86,60,62
USC00182325,9/11/90,89,54,86
USC00186350,9/12/90,89,61,67
USC00182325,9/12/90,88,59,83
USC00186350,9/13/90,86,65,70
USC00182325,9/13/90,83,56,74
USC00186350,9/14/90,75,66,68
USC00182325,9/14/90,78,59,77
USC00186350,9/15/90,80,68,70
USC00182325,9/15/90,80,56,71
USC00186350,9/16/90,82,52,56
USC00182325,9/16/90,73,58,75
USC00186350,9/17/90,81,52,52
USC00182325,9/17/90,78,43,56
USC00186350,9/18/90,66,40,43
USC00182325,9/18/90,66,45,63
USC00186350,9/19/90,68,42,55
USC00182325,9/19/90,65,43,63
USC00186350,9/20/90,66,53,64
USC00182325,9/20/90,76,62,71
USC00186350,9/21/90,77,51,51
USC00182325,9/21/90,74,45,71
USC00186350,9/22/90,74,50,62
USC00182325,9/22/90,78,54,67
USC00186350,9/23/90,77,54,55
USC00182325,9/23/90,76,43,55
USC00186350,9/24/90,70,49,50
USC00182325,9/24/90,66,48,65
USC00186350,9/25/90,68,44,44
USC00182325,9/25/90,74,37,71
USC00186350,9/26/90,75,44,56
USC00182325,9/26/90,72,46,64
USC00186350,9/27/90,73,51,52
USC00182325,9/27/90,76,45,74
USC00186350,9/28/90,79,51,53
USC00182325,9/28/90,81,46,76
USC00186350,9/29/90,81,52,61
USC00182325,9/29/90,80,52,77
USC00186350,9/30/90,82,60,62
USC00182325,9/30/90,82,54,75
USC00186350,10/1/90,82,49,49
USC00182325,10/1/90,76,42,70
USC00186350,10/2/90,73,49,56
USC00182325,10/2/90,72,41,69
USC00186350,10/3/90,73,44,44
USC00182325,10/3/90,75,37,65
USC00186350,10/4/90,77,44,66
USC00182325,10/4/90,77,50,68
USC00186350,10/5/90,78,48,50
USC00182325,10/5/90,79,58,76
USC00186350,10/6/90,80,50,54
USC00182325,10/6/90,84,44,81
USC00186350,10/7/90,88,54,52
USC00182325,10/7/90,86,43,75
USC00186350,10/8/90,86,52,66
USC00182325,10/8/90,85,49,79
USC00186350,10/9/90,86,65,72
USC00182325,10/9/90,86,62,83
USC00186350,10/10/90,87,66,76
USC00182325,10/10/90,83,61,79
USC00186350,10/11/90,87,65,75
USC00182325,10/11/90,81,59,66
USC00186350,10/12/90,79,65,69
USC00182325,10/12/90,82,55,77
USC00186350,10/13/90,82,65,72
USC00182325,10/13/90,82,63,78
USC00186350,10/14/90,87,70,70
USC00182325,10/14/90,78,58,75
USC00186350,10/15/90,80,60,60
USC00182325,10/15/90,75,63,71
USC00186350,10/16/90,78,45,45
USC00182325,10/16/90,74,37,67
USC00186350,10/17/90,73,44,46
USC00182325,10/17/90,75,55,73
USC00186350,10/18/90,78,46,48
USC00182325,10/18/90,73,52,63
USC00186350,10/19/90,58,35,37
USC00182325,10/19/90,66,40,54
USC00186350,10/20/90,63,35,40
USC00182325,10/20/90,61,26,59
USC00186350,10/21/90,70,40,52
USC00182325,10/21/90,69,33,66
USC00186350,10/22/90,,,
USC00182325,10/22/90,70,43,63
USC00186350,10/23/90,72,52,64
USC00182325,10/23/90,69,52,66
USC00186350,10/24/90,67,57,58
USC00182325,10/24/90,68,48,63
USC00186350,10/25/90,67,43,45
USC00182325,10/25/90,64,52,36
USC00186350,10/26/90,65,44,49
USC00182325,10/26/90,59,30,49
USC00186350,10/27/90,56,30,56
USC00182325,10/27/90,58,22,47
USC00186350,10/28/90,60,30,48
USC00182325,10/28/90,62,32,53
USC00186350,10/29/90,64,40,43
USC00182325,10/29/90,55,34,52
USC00186350,10/30/90,57,31,48
USC00182325,10/30/90,64,24,58
USC00186350,10/31/90,67,42,47
USC00182325,10/31/90,74,33,64
USC00186350,11/1/90,74,46,52
USC00182325,11/1/90,74,35,62
USC00186350,11/2/90,74,45,53
USC00182325,11/2/90,79,35,65
USC00186350,11/3/90,78,46,48
USC00182325,11/3/90,81,36,67
USC00186350,11/4/90,81,44,46
USC00182325,11/4/90,74,42,61
USC00186350,11/5/90,75,44,46
USC00182325,11/5/90,76,36,70
USC00186350,11/6/90,77,45,51
USC00182325,11/6/90,70,37,55
USC00186350,11/7/90,62,32,34
USC00182325,11/7/90,56,25,51
USC00186350,11/8/90,57,33,42
USC00182325,11/8/90,52,27,44
USC00186350,11/9/90,53,30,33
USC00182325,11/9/90,53,22,50
USC00186350,11/10/90,57,32,57
USC00182325,11/10/90,56,39,50
USC00186350,11/11/90,58,43,43
USC00182325,11/11/90,55,32,48
USC00186350,11/12/90,57,40,40
USC00182325,11/12/90,54,32,46
USC00186350,11/13/90,57,30,43
USC00182325,11/13/90,48,21,45
USC00186350,11/14/90,50,37,37
USC00182325,11/14/90,53,25,46
USC00186350,11/15/90,54,30,33
USC00182325,11/15/90,69,45,64
USC00186350,11/16/90,68,32,39
USC00182325,11/16/90,73,47,66
USC00186350,11/17/90,69,40,50
USC00182325,11/17/90,66,42,51
USC00186350,11/18/90,47,42,42
USC00182325,11/18/90,52,24,39
USC00186350,11/19/90,73,27,27
USC00182325,11/19/90,53,29,49
USC00186350,11/20/90,54,27,35
USC00182325,11/20/90,56,33,51
USC00186350,11/21/90,58,30,30
USC00182325,11/21/90,56,21,50
USC00186350,11/22/90,60,32,34
USC00182325,11/22/90,62,41,59
USC00186350,11/23/90,64,32,48
USC00182325,11/23/90,67,41,57
USC00186350,11/24/90,70,38,39
USC00182325,11/24/90,59,27,56
USC00186350,11/25/90,62,38,54
USC00182325,11/25/90,73,33,61
USC00186350,11/26/90,73,40,41
USC00182325,11/26/90,70,32,62
USC00186350,11/27/90,70,40,49
USC00182325,11/27/90,67,45,64
USC00186350,11/28/90,67,48,60
USC00182325,11/28/90,75,42,65
USC00186350,11/29/90,73,49,49
USC00182325,11/29/90,72,36,44
USC00186350,11/30/90,48,34,36
USC00182325,11/30/90,41,25,40
USC00186350,12/1/90,46,28,32
USC00182325,12/1/90,57,19,54
USC00186350,12/2/90,56,30,40
USC00182325,12/2/90,57,26,52
USC00186350,12/3/90,59,40,42
USC00182325,12/3/90,54,31,54
USC00186350,12/4/90,65,42,51
USC00182325,12/4/90,63,31,39
USC00186350,12/5/90,51,32,33
USC00182325,12/5/90,41,21,38
USC00186350,12/6/90,41,25,26
USC00182325,12/6/90,58,17,38
USC00186350,12/7/90,56,25,37
USC00182325,12/7/90,49,28,46
USC00186350,12/8/90,50,35,40
USC00182325,12/8/90,51,29,39
USC00186350,12/9/90,54,30,30
USC00182325,12/9/90,55,19,40
USC00186350,12/10/90,52,30,44
USC00182325,12/10/90,58,36,54
USC00186350,12/11/90,60,30,30
USC00182325,12/11/90,56,20,35
USC00186350,12/12/90,47,27,27
USC00182325,12/12/90,51,18,49
USC00186350,12/13/90,60,27,49
USC00182325,12/13/90,69,30,61
USC00186350,12/14/90,69,34,34
USC00182325,12/14/90,63,25,39
USC00186350,12/15/90,48,36,36
USC00182325,12/15/90,44,19,35
USC00186350,12/16/90,48,35,48
USC00182325,12/16/90,52,26,38
USC00186350,12/17/90,51,34,34
USC00182325,12/17/90,47,25,44
USC00186350,12/18/90,49,34,49
USC00182325,12/18/90,67,49,67
USC00186350,12/19/90,68,46,48
USC00182325,12/19/90,69,35,39
USC00186350,12/20/90,53,30,34
USC00182325,12/20/90,47,25,43
USC00186350,12/21/90,45,33,44
USC00182325,12/21/90,47,35,47
USC00186350,12/22/90,56,46,54
USC00182325,12/22/90,64,39,61
USC00186350,12/23/90,65,54,65
USC00182325,12/23/90,70,52,64
USC00186350,12/24/90,71,37,53
USC00182325,12/24/90,67,26,33
USC00186350,12/25/90,58,19,20
USC00182325,12/25/90,36,10,23
USC00186350,12/26/90,35,21,23
USC00182325,12/26/90,40,13,37
USC00186350,12/27/90,40,22,27
USC00182325,12/27/90,39,8,27
USC00186350,12/28/90,33,25,32
USC00182325,12/28/90,34,14,33
USC00186350,12/29/90,33,31,32
USC00182325,12/29/90,40,25,28
USC00186350,12/30/90,45,35,51
USC00182325,12/30/90,68,26,67
USC00186350,12/31/90,69,44,44
USC00182325,12/31/90,70,30,39
USC00186350,1/1/91,44,21,39
USC00182325,1/1/91,43,25,30
USC00186350,1/2/91,43,22,25
USC00182325,1/2/91,53,15,46
USC00186350,1/3/91,53,24,32
USC00182325,1/3/91,41,20,40
USC00186350,1/4/91,48,29,29
USC00182325,1/4/91,41,17,36
USC00186350,1/5/91,41,21,22
USC00182325,1/5/91,44,14,42
USC00186350,1/6/91,45,24,39
USC00182325,1/6/91,46,25,44
USC00186350,1/7/91,46,33,34
USC00182325,1/7/91,45,25,33
USC00186350,1/8/91,34,20,21
USC00182325,1/8/91,34,10,29
USC00186350,1/9/91,34,21,34
USC00182325,1/9/91,41,21,30
USC00186350,1/10/91,42,32,34
USC00182325,1/10/91,44,22,41
USC00186350,1/11/91,46,30,31
USC00182325,1/11/91,43,32,34
USC00186350,1/12/91,48,30,36
USC00182325,1/12/91,38,25,37
USC00186350,1/13/91,44,34,34
USC00182325,1/13/91,40,24,35
USC00186350,1/14/91,42,22,29
USC00182325,1/14/91,44,13,43
USC00186350,1/15/91,45,28,31
USC00182325,1/15/91,59,20,52
USC00186350,1/16/91,59,30,46
USC00182325,1/16/91,53,29,48
USC00186350,1/17/91,52,43,44
USC00182325,1/17/91,48,26,45
USC00186350,1/18/91,49,32,38
USC00182325,1/18/91,57,32,52
USC00186350,1/19/91,47,31,35
USC00182325,1/19/91,58,29,45
USC00186350,1/20/91,56,33,36
USC00182325,1/20/91,52,14,34
USC00186350,1/21/91,58,39,40
USC00182325,1/21/91,48,20,36
USC00186350,1/22/91,43,18,18
USC00182325,1/22/91,34,6,23
USC00186350,1/23/91,27,14,21
